Title,Rarity,Image URL
Trial of Ambition,uncommon,http://magiccards.info/scans/en/akh/113.jpg
Trial of Knowledge,uncommon,http://magiccards.info/scans/en/akh/73.jpg
Trial of Solidarity,uncommon,http://magiccards.info/scans/en/akh/34.jpg
Trial of Strength,uncommon,http://magiccards.info/scans/en/akh/191.jpg
Trial of Zeal,uncommon,http://magiccards.info/scans/en/akh/152.jpg
Trueheart Duelist,uncommon,http://magiccards.info/scans/en/akh/35.jpg
Trueheart Twins,uncommon,http://magiccards.info/scans/en/akh/153.jpg
Vizier of Deferment,uncommon,http://magiccards.info/scans/en/akh/37.jpg
Vizier of Remedies,uncommon,http://magiccards.info/scans/en/akh/38.jpg
Vizier of Tumbling Sands,uncommon,http://magiccards.info/scans/en/akh/75.jpg
Warfire Javelineer,uncommon,http://magiccards.info/scans/en/akh/155.jpg
Watchers of the Dead,uncommon,http://magiccards.info/scans/en/akh/238.jpg
Watchful Naga,uncommon,http://magiccards.info/scans/en/akh/193.jpg
Wayward Servant,uncommon,http://magiccards.info/scans/en/akh/208.jpg
Weaver of Currents,uncommon,http://magiccards.info/scans/en/akh/209.jpg
Zenith Seeker,uncommon,http://magiccards.info/scans/en/akh/77.jpg
Ancient Crab,common,http://magiccards.info/scans/en/akh/40.jpg
Anointer Priest,common,http://magiccards.info/scans/en/akh/3.jpg
Aven Initiate,common,http://magiccards.info/scans/en/akh/43.jpg
Benefaction of Rhonas,common,http://magiccards.info/scans/en/akh/156.jpg
Binding Mummy,common,http://magiccards.info/scans/en/akh/6.jpg
Bitterblade Warrior,common,http://magiccards.info/scans/en/akh/157.jpg
Blazing Volley,common,http://magiccards.info/scans/en/akh/119.jpg
Blighted Bat,common,http://magiccards.info/scans/en/akh/80.jpg
Bloodlust Inciter,common,http://magiccards.info/scans/en/akh/120.jpg
Brute Strength,common,http://magiccards.info/scans/en/akh/122.jpg
Cancel,common,http://magiccards.info/scans/en/akh/44.jpg
Cartouche of Ambition,common,http://magiccards.info/scans/en/akh/83.jpg
Cartouche of Knowledge,common,http://magiccards.info/scans/en/akh/45.jpg
Cartouche of Solidarity,common,http://magiccards.info/scans/en/akh/7.jpg
Cartouche of Strength,common,http://magiccards.info/scans/en/akh/158.jpg
Cartouche of Zeal,common,http://magiccards.info/scans/en/akh/124.jpg
Cinder Barrens,common,http://magiccards.info/scans/en/akh/280.jpg
Colossapede,common,http://magiccards.info/scans/en/akh/161.jpg
Compelling Argument,common,http://magiccards.info/scans/en/akh/47.jpg
Compulsory Rest,common,http://magiccards.info/scans/en/akh/9.jpg
Cradle of the Accursed,common,http://magiccards.info/scans/en/akh/241.jpg
Cursed Minotaur,common,http://magiccards.info/scans/en/akh/85.jpg
Decision Paralysis,common,http://magiccards.info/scans/en/akh/50.jpg
Desert Cerodon,common,http://magiccards.info/scans/en/akh/128.jpg
Dissenter's Deliverance,common,http://magiccards.info/scans/en/akh/164.jpg
Djeru's Resolve,common,http://magiccards.info/scans/en/akh/11.jpg
Doomed Dissenter,common,http://magiccards.info/scans/en/akh/87.jpg
Dune Beetle,common,http://magiccards.info/scans/en/akh/89.jpg
Electrify,common,http://magiccards.info/scans/en/akh/129.jpg
Emberhorn Minotaur,common,http://magiccards.info/scans/en/akh/130.jpg
Essence Scatter,common,http://magiccards.info/scans/en/akh/52.jpg
Evolving Wilds,common,http://magiccards.info/scans/en/akh/242.jpg
Fan Bearer,common,http://magiccards.info/scans/en/akh/12.jpg
Festering Mummy,common,http://magiccards.info/scans/en/akh/91.jpg
Final Reward,common,http://magiccards.info/scans/en/akh/92.jpg
Fling,common,http://magiccards.info/scans/en/akh/132.jpg
Floodwaters,common,http://magiccards.info/scans/en/akh/53.jpg
Forsake the Worldly,common,http://magiccards.info/scans/en/akh/13.jpg
Forsaken Sanctuary,common,http://magiccards.info/scans/en/akh/281.jpg
Foul Orchard,common,http://magiccards.info/scans/en/akh/279.jpg
Giant Spider,common,http://magiccards.info/scans/en/akh/166.jpg
Gift of Paradise,common,http://magiccards.info/scans/en/akh/167.jpg
Graceful Cat,common,http://magiccards.info/scans/en/akh/273.jpg
Greater Sandwurm,common,http://magiccards.info/scans/en/akh/168.jpg
Gust Walker,common,http://magiccards.info/scans/en/akh/17.jpg
Haze of Pollen,common,http://magiccards.info/scans/en/akh/171.jpg
Hekma Sentinels,common,http://magiccards.info/scans/en/akh/56.jpg
Hieroglyphic Illumination,common,http://magiccards.info/scans/en/akh/57.jpg
Highland Lake,common,http://magiccards.info/scans/en/akh/282.jpg
Honed Khopesh,common,http://magiccards.info/scans/en/akh/230.jpg
Hooded Brawler,common,http://magiccards.info/scans/en/akh/173.jpg
Horror of the Broken Lands,common,http://magiccards.info/scans/en/akh/95.jpg
Hyena Pack,common,http://magiccards.info/scans/en/akh/139.jpg
Illusory Wrappings,common,http://magiccards.info/scans/en/akh/58.jpg
Impeccable Timing,common,http://magiccards.info/scans/en/akh/18.jpg
In Oketra's Name,common,http://magiccards.info/scans/en/akh/19.jpg
Initiate's Companion,common,http://magiccards.info/scans/en/akh/174.jpg
Luxa River Shrine,common,http://magiccards.info/scans/en/akh/232.jpg
Magma Spray,common,http://magiccards.info/scans/en/akh/141.jpg
Manticore of the Gauntlet,common,http://magiccards.info/scans/en/akh/142.jpg
Meandering River,common,http://magiccards.info/scans/en/akh/283.jpg
Miasmic Mummy,common,http://magiccards.info/scans/en/akh/100.jpg
Mighty Leap,common,http://magiccards.info/scans/en/akh/20.jpg
Minotaur Sureshot,common,http://magiccards.info/scans/en/akh/143.jpg
Naga Oracle,common,http://magiccards.info/scans/en/akh/62.jpg
Naga Vitalist,common,http://magiccards.info/scans/en/akh/176.jpg
Nef-Crop Entangler,common,http://magiccards.info/scans/en/akh/144.jpg
Nimble-Blade Khenra,common,http://magiccards.info/scans/en/akh/145.jpg
Oashra Cultivator,common,http://magiccards.info/scans/en/akh/177.jpg
Ornery Kudu,common,http://magiccards.info/scans/en/akh/178.jpg
Painful Lesson,common,http://magiccards.info/scans/en/akh/102.jpg
Painted Bluffs,common,http://magiccards.info/scans/en/akh/246.jpg
Pathmaker Initiate,common,http://magiccards.info/scans/en/akh/146.jpg
Pitiless Vizier,common,http://magiccards.info/scans/en/akh/103.jpg
Pouncing Cheetah,common,http://magiccards.info/scans/en/akh/179.jpg
Pursue Glory,common,http://magiccards.info/scans/en/akh/147.jpg
Quarry Hauler,common,http://magiccards.info/scans/en/akh/181.jpg
Rhet-Crop Spearmaster,common,http://magiccards.info/scans/en/akh/26.jpg
River Serpent,common,http://magiccards.info/scans/en/akh/66.jpg
Sacred Cat,common,http://magiccards.info/scans/en/akh/27.jpg
Scarab Feast,common,http://magiccards.info/scans/en/akh/106.jpg
Scribe of the Mindful,common,http://magiccards.info/scans/en/akh/68.jpg
Seeker of Insight,common,http://magiccards.info/scans/en/akh/69.jpg
Shed Weakness,common,http://magiccards.info/scans/en/akh/185.jpg
Shimmerscale Drake,common,http://magiccards.info/scans/en/akh/70.jpg
Slither Blade,common,http://magiccards.info/scans/en/akh/71.jpg
Soulstinger,common,http://magiccards.info/scans/en/akh/108.jpg
Sparring Mummy,common,http://magiccards.info/scans/en/akh/29.jpg
Spidery Grasp,common,http://magiccards.info/scans/en/akh/188.jpg
Splendid Agony,common,http://magiccards.info/scans/en/akh/109.jpg
Stinging Shot,common,http://magiccards.info/scans/en/akh/189.jpg
Stone Quarry,common,http://magiccards.info/scans/en/akh/274.jpg
Submerged Boneyard,common,http://magiccards.info/scans/en/akh/284.jpg
Sunscorched Desert,common,http://magiccards.info/scans/en/akh/249.jpg
Supernatural Stamina,common,http://magiccards.info/scans/en/akh/111.jpg
Supply Caravan,common,http://magiccards.info/scans/en/akh/30.jpg
Tah-Crop Elite,common,http://magiccards.info/scans/en/akh/31.jpg
Tah-Crop Skirmisher,common,http://magiccards.info/scans/en/akh/72.jpg
Tattered Mummy,common,http://magiccards.info/scans/en/akh/278.jpg
Those Who Serve,common,http://magiccards.info/scans/en/akh/32.jpg
Thresher Lizard,common,http://magiccards.info/scans/en/akh/150.jpg
Timber Gorge,common,http://magiccards.info/scans/en/akh/285.jpg
Tormenting Voice,common,http://magiccards.info/scans/en/akh/151.jpg
Tranquil Expanse,common,http://magiccards.info/scans/en/akh/286.jpg
Trespasser's Curse,common,http://magiccards.info/scans/en/akh/112.jpg
Unburden,common,http://magiccards.info/scans/en/akh/114.jpg
Unwavering Initiate,common,http://magiccards.info/scans/en/akh/36.jpg
Violent Impact,common,http://magiccards.info/scans/en/akh/154.jpg
Wander in Death,common,http://magiccards.info/scans/en/akh/115.jpg
Wasteland Scorpion,common,http://magiccards.info/scans/en/akh/116.jpg
Winds of Rebuke,common,http://magiccards.info/scans/en/akh/76.jpg
Winged Shepherd,common,http://magiccards.info/scans/en/akh/39.jpg
Woodland Stream,common,http://magiccards.info/scans/en/akh/287.jpg
