Title,Rarity,Image URL
ramunaphydra,,http://mythicspoiler.com/hou/cards/ramunaphydra.jpg
hopetender,,http://mythicspoiler.com/hou/cards/hopetender.jpg
sidewindernaga,,http://mythicspoiler.com/hou/cards/sidewindernaga.jpg
oasisritualist,,http://mythicspoiler.com/hou/cards/oasisritualist.jpg
ramunapexcavator,,http://mythicspoiler.com/hou/cards/ramunapexcavator.jpg
bloodwaterentity,,http://mythicspoiler.com/hou/cards/bloodwaterentity.jpg
unravelingmummy,,http://mythicspoiler.com/hou/cards/unravelingmummy.jpg
resolutesurvivors,,http://mythicspoiler.com/hou/cards/resolutesurvivors.jpg
riverhoopoe,,http://mythicspoiler.com/hou/cards/riverhoopoe.jpg
consignoblivion,,http://mythicspoiler.com/hou/cards/consignoblivion.jpg
appealauthority,,http://mythicspoiler.com/hou/cards/appealauthority.jpg
refusecooperate,,http://mythicspoiler.com/hou/cards/refusecooperate.jpg
farmmarket,,http://mythicspoiler.com/hou/cards/farmmarket.jpg
strugglesurvive,,http://mythicspoiler.com/hou/cards/strugglesurvive.jpg
claimfame,,http://mythicspoiler.com/hou/cards/claimfame.jpg
reasonfight,,http://mythicspoiler.com/hou/cards/reasonfight.jpg
drivendespair,,http://mythicspoiler.com/hou/cards/drivendespair.jpg
grinddust,,http://mythicspoiler.com/hou/cards/grinddust.jpg
godpharaohsgift,,http://mythicspoiler.com/hou/cards/godpharaohsgift.jpg
hollowone,,http://mythicspoiler.com/hou/cards/hollowone.jpg
miragemirror,,http://mythicspoiler.com/hou/cards/miragemirror.jpg
sunsetpyramid,,http://mythicspoiler.com/hou/cards/sunsetpyramid.jpg
crookcondemnation,,http://mythicspoiler.com/hou/cards/crookcondemnation.jpg
endlesssands,,http://mythicspoiler.com/hou/cards/endlesssands.jpg
scavengergrounds,,http://mythicspoiler.com/hou/cards/scavengergrounds.jpg
hostiledesert,,http://mythicspoiler.com/hou/cards/hostiledesert.jpg
shefetdunes,,http://mythicspoiler.com/hou/cards/shefetdunes.jpg
ipnurivulet,,http://mythicspoiler.com/hou/cards/ipnurivulet.jpg
ifnirdeadlands,,http://mythicspoiler.com/hou/cards/ifnirdeadlands.jpg
ramunapruins,,http://mythicspoiler.com/hou/cards/ramunapruins.jpg
hashepoasis,,http://mythicspoiler.com/hou/cards/hashepoasis.jpg
desertofthetrue,,http://mythicspoiler.com/hou/cards/desertofthetrue.jpg
desertofthemindful,,http://mythicspoiler.com/hou/cards/desertofthemindful.jpg
desertoftheglorified,,http://mythicspoiler.com/hou/cards/desertoftheglorified.jpg
desertofthefervent,,http://mythicspoiler.com/hou/cards/desertofthefervent.jpg
desertoftheindomitable,,http://mythicspoiler.com/hou/cards/desertoftheindomitable.jpg
plains1,,http://mythicspoiler.com/hou/cards/plains1.jpg
island1,,http://mythicspoiler.com/hou/cards/island1.jpg
swamp1,,http://mythicspoiler.com/hou/cards/swamp1.jpg
mountain1,,http://mythicspoiler.com/hou/cards/mountain1.jpg
forest1,,http://mythicspoiler.com/hou/cards/forest1.jpg
